ID,Area,Item,Year,yield,avg_rainfall_,pest_ton,avg_temp
1080,India,Maize,1996,17094,1083,56114,27.06
1081,India,Maize,1996,17094,1083,56114,26.1
1082,India,Maize,1996,17094,1083,56114,23.81
1083,India,Maize,1996,17094,1083,56114,25.41
1084,India,Maize,1996,17094,1083,56114,25.9
1085,India,Maize,1996,17094,1083,56114,25.55
1086,India,Maize,1996,17094,1083,56114,26.65
1087,India,Maize,1996,17094,1083,56114,27.37
1088,India,Maize,1996,17094,1083,56114,25.55
1089,India,Maize,1996,17094,1083,56114,25.79
1090,India,Maize,1996,17094,1083,56114,25.31
1091,India,Maize,1996,17094,1083,56114,23.81
1092,India,Maize,1996,17094,1083,56114,26.46
1093,India,Maize,1996,17094,1083,56114,25.55
1094,India,Maize,1996,17094,1083,56114,25.75
1095,India,Maize,1996,17094,1083,56114,25.34
1096,India,Maize,1996,17094,1083,56114,26.64
1097,India,Maize,1996,17094,1083,56114,24.78
1098,India,Maize,1996,17094,1083,56114,27.01
1099,India,Maize,1996,17094,1083,56114,27.01
1100,India,Maize,1996,17094,1083,56114,25.99
1101,India,Potatoes,1996,169913,1083,56114,25.63
1102,India,Potatoes,1996,169913,1083,56114,27.06
1103,India,Potatoes,1996,169913,1083,56114,26.1
1104,India,Potatoes,1996,169913,1083,56114,23.81
1105,India,Potatoes,1996,169913,1083,56114,25.41
1106,India,Potatoes,1996,169913,1083,56114,25.9
1107,India,Potatoes,1996,169913,1083,56114,25.55
1108,India,Potatoes,1996,169913,1083,56114,26.65
1109,India,Potatoes,1996,169913,1083,56114,27.37
1110,India,Potatoes,1996,169913,1083,56114,25.55
1111,India,Potatoes,1996,169913,1083,56114,25.79
1112,India,Potatoes,1996,169913,1083,56114,25.31
1113,India,Potatoes,1996,169913,1083,56114,23.81
1114,India,Potatoes,1996,169913,1083,56114,26.46
1115,India,Potatoes,1996,169913,1083,56114,25.55
1116,India,Potatoes,1996,169913,1083,56114,25.75
1117,India,Potatoes,1996,169913,1083,56114,25.34
1118,India,Potatoes,1996,169913,1083,56114,26.64
1119,India,Potatoes,1996,169913,1083,56114,24.78
1120,India,Potatoes,1996,169913,1083,56114,27.01
1121,India,Potatoes,1996,169913,1083,56114,27.01
1122,India,Potatoes,1996,169913,1083,56114,25.99
1123,India,"Rice, paddy",1996,28226,1083,56114,25.63
1124,India,"Rice, paddy",1996,28226,1083,56114,27.06
1125,India,"Rice, paddy",1996,28226,1083,56114,26.1
1126,India,"Rice, paddy",1996,28226,1083,56114,23.81
1127,India,"Rice, paddy",1996,28226,1083,56114,25.41
1128,India,"Rice, paddy",1996,28226,1083,56114,25.9
1129,India,"Rice, paddy",1996,28226,1083,56114,25.55
1130,India,"Rice, paddy",1996,28226,1083,56114,26.65
1131,India,"Rice, paddy",1996,28226,1083,56114,27.37
1132,India,"Rice, paddy",1996,28226,1083,56114,25.55
1133,India,"Rice, paddy",1996,28226,1083,56114,25.79
1134,India,"Rice, paddy",1996,28226,1083,56114,25.31
1135,India,"Rice, paddy",1996,28226,1083,56114,23.81
1136,India,"Rice, paddy",1996,28226,1083,56114,26.46
1137,India,"Rice, paddy",1996,28226,1083,56114,25.55
1138,India,"Rice, paddy",1996,28226,1083,56114,25.75
1139,India,"Rice, paddy",1996,28226,1083,56114,25.34
1140,India,"Rice, paddy",1996,28226,1083,56114,26.64
1141,India,"Rice, paddy",1996,28226,1083,56114,24.78
1142,India,"Rice, paddy",1996,28226,1083,56114,27.01
1143,India,"Rice, paddy",1996,28226,1083,56114,27.01
1144,India,"Rice, paddy",1996,28226,1083,56114,25.99
1145,India,Sorghum,1996,9591,1083,56114,25.63
1146,India,Sorghum,1996,9591,1083,56114,27.06
1147,India,Sorghum,1996,9591,1083,56114,26.1
1148,India,Sorghum,1996,9591,1083,56114,23.81
1149,India,Sorghum,1996,9591,1083,56114,25.41
1150,India,Sorghum,1996,9591,1083,56114,25.9
1151,India,Sorghum,1996,9591,1083,56114,25.55
1152,India,Sorghum,1996,9591,1083,56114,26.65
1153,India,Sorghum,1996,9591,1083,56114,27.37
1154,India,Sorghum,1996,9591,1083,56114,25.55
1155,India,Sorghum,1996,9591,1083,56114,25.79
1156,India,Sorghum,1996,9591,1083,56114,25.31
1157,India,Sorghum,1996,9591,1083,56114,23.81
1158,India,Sorghum,1996,9591,1083,56114,26.46
1159,India,Sorghum,1996,9591,1083,56114,25.55
1160,India,Sorghum,1996,9591,1083,56114,25.75
1161,India,Sorghum,1996,9591,1083,56114,25.34
1162,India,Sorghum,1996,9591,1083,56114,26.64
1163,India,Sorghum,1996,9591,1083,56114,24.78
1164,India,Sorghum,1996,9591,1083,56114,27.01
1165,India,Sorghum,1996,9591,1083,56114,27.01
1166,India,Sorghum,1996,9591,1083,56114,25.99
1167,India,Soybeans,1996,10319,1083,56114,25.63
1168,India,Soybeans,1996,10319,1083,56114,27.06
1169,India,Soybeans,1996,10319,1083,56114,26.1
1170,India,Soybeans,1996,10319,1083,56114,23.81
1171,India,Soybeans,1996,10319,1083,56114,25.41
1172,India,Soybeans,1996,10319,1083,56114,25.9
1173,India,Soybeans,1996,10319,1083,56114,25.55
1174,India,Soybeans,1996,10319,1083,56114,26.65
1175,India,Soybeans,1996,10319,1083,56114,27.37
1176,India,Soybeans,1996,10319,1083,56114,25.55
1177,India,Soybeans,1996,10319,1083,56114,25.79
1178,India,Soybeans,1996,10319,1083,56114,25.31
1179,India,Soybeans,1996,10319,1083,56114,23.81
1180,India,Soybeans,1996,10319,1083,56114,26.46
1181,India,Soybeans,1996,10319,1083,56114,25.55
1182,India,Soybeans,1996,10319,1083,56114,25.75
1183,India,Soybeans,1996,10319,1083,56114,25.34
1184,India,Soybeans,1996,10319,1083,56114,26.64
1185,India,Soybeans,1996,10319,1083,56114,24.78
1186,India,Soybeans,1996,10319,1083,56114,27.01
1187,India,Soybeans,1996,10319,1083,56114,27.01
1188,India,Soybeans,1996,10319,1083,56114,25.99
1189,India,Sweet potatoes,1996,80716,1083,56114,25.63
1190,India,Sweet potatoes,1996,80716,1083,56114,27.06
1191,India,Sweet potatoes,1996,80716,1083,56114,26.1
1192,India,Sweet potatoes,1996,80716,1083,56114,23.81
1193,India,Sweet potatoes,1996,80716,1083,56114,25.41
1194,India,Sweet potatoes,1996,80716,1083,56114,25.9
1195,India,Sweet potatoes,1996,80716,1083,56114,25.55
1196,India,Sweet potatoes,1996,80716,1083,56114,26.65
1197,India,Sweet potatoes,1996,80716,1083,56114,27.37
1198,India,Sweet potatoes,1996,80716,1083,56114,25.55
1199,India,Sweet potatoes,1996,80716,1083,56114,25.79
1200,India,Sweet potatoes,1996,80716,1083,56114,25.31
1201,India,Sweet potatoes,1996,80716,1083,56114,23.81
1202,India,Sweet potatoes,1996,80716,1083,56114,26.46
1203,India,Sweet potatoes,1996,80716,1083,56114,25.55
1204,India,Sweet potatoes,1996,80716,1083,56114,25.75
1205,India,Sweet potatoes,1996,80716,1083,56114,25.34
1206,India,Sweet potatoes,1996,80716,1083,56114,26.64
1207,India,Sweet potatoes,1996,80716,1083,56114,24.78
1208,India,Sweet potatoes,1996,80716,1083,56114,27.01
1209,India,Sweet potatoes,1996,80716,1083,56114,27.01
1210,India,Sweet potatoes,1996,80716,1083,56114,25.99
1211,India,Wheat,1996,24828,1083,56114,25.63
1212,India,Wheat,1996,24828,1083,56114,27.06
1213,India,Wheat,1996,24828,1083,56114,26.1
1214,India,Wheat,1996,24828,1083,56114,23.81
1215,India,Wheat,1996,24828,1083,56114,25.41
1216,India,Wheat,1996,24828,1083,56114,25.9
1217,India,Wheat,1996,24828,1083,56114,25.55
1218,India,Wheat,1996,24828,1083,56114,26.65
1219,India,Wheat,1996,24828,1083,56114,27.37
1220,India,Wheat,1996,24828,1083,56114,25.55
1221,India,Wheat,1996,24828,1083,56114,25.79
1222,India,Wheat,1996,24828,1083,56114,25.31
1223,India,Wheat,1996,24828,1083,56114,23.81
1224,India,Wheat,1996,24828,1083,56114,26.46
1225,India,Wheat,1996,24828,1083,56114,25.55
1226,India,Wheat,1996,24828,1083,56114,25.75
1227,India,Wheat,1996,24828,1083,56114,25.34
1228,India,Wheat,1996,24828,1083,56114,26.64
1229,India,Wheat,1996,24828,1083,56114,24.78
1230,India,Wheat,1996,24828,1083,56114,27.01
1231,India,Wheat,1996,24828,1083,56114,27.01
1232,India,Wheat,1996,24828,1083,56114,25.99
1233,India,Cassava,1997,221117,1083,52279,24.92
1234,India,Cassava,1997,221117,1083,52279,26.45
1235,India,Cassava,1997,221117,1083,52279,25.58
1236,India,Cassava,1997,221117,1083,52279,23.26
1237,India,Cassava,1997,221117,1083,52279,25.68
1238,India,Cassava,1997,221117,1083,52279,25.09
1239,India,Cassava,1997,221117,1083,52279,24.71
1240,India,Cassava,1997,221117,1083,52279,26.19
1241,India,Cassava,1997,221117,1083,52279,27.47
1242,India,Cassava,1997,221117,1083,52279,24.77
1243,India,Cassava,1997,221117,1083,52279,24.83
1244,India,Cassava,1997,221117,1083,52279,24.71
1245,India,Cassava,1997,221117,1083,52279,23.26
1246,India,Cassava,1997,221117,1083,52279,25.75
1247,India,Cassava,1997,221117,1083,52279,24.71
1248,India,Cassava,1997,221117,1083,52279,25.46
1249,India,Cassava,1997,221117,1083,52279,25.21
1250,India,Cassava,1997,221117,1083,52279,26.38
1251,India,Cassava,1997,221117,1083,52279,24.55
1252,India,Cassava,1997,221117,1083,52279,26.53
1253,India,Cassava,1997,221117,1083,52279,26.53
1254,India,Cassava,1997,221117,1083,52279,25.58
1255,India,Maize,1997,17111,1083,52279,24.92
1256,India,Maize,1997,17111,1083,52279,26.45
1257,India,Maize,1997,17111,1083,52279,25.58
1258,India,Maize,1997,17111,1083,52279,23.26
1259,India,Maize,1997,17111,1083,52279,25.68
1260,India,Maize,1997,17111,1083,52279,25.09
1261,India,Maize,1997,17111,1083,52279,24.71
1262,India,Maize,1997,17111,1083,52279,26.19
1263,India,Maize,1997,17111,1083,52279,27.47
1264,India,Maize,1997,17111,1083,52279,24.77
1265,India,Maize,1997,17111,1083,52279,24.83
1266,India,Maize,1997,17111,1083,52279,24.71
1267,India,Maize,1997,17111,1083,52279,23.26
1268,India,Maize,1997,17111,1083,52279,25.75
1269,India,Maize,1997,17111,1083,52279,24.71
1270,India,Maize,1997,17111,1083,52279,25.46
1271,India,Maize,1997,17111,1083,52279,25.21
1272,India,Maize,1997,17111,1083,52279,26.38
1273,India,Maize,1997,17111,1083,52279,24.55
1274,India,Maize,1997,17111,1083,52279,26.53
1275,India,Maize,1997,17111,1083,52279,26.53
1276,India,Maize,1997,17111,1083,52279,25.58
1277,India,Potatoes,1997,193913,1083,52279,24.92
1278,India,Potatoes,1997,193913,1083,52279,26.45
1279,India,Potatoes,1997,193913,1083,52279,25.58
1280,India,Potatoes,1997,193913,1083,52279,23.26
1281,India,Potatoes,1997,193913,1083,52279,25.68
1282,India,Potatoes,1997,193913,1083,52279,25.09
1283,India,Potatoes,1997,193913,1083,52279,24.71
1284,India,Potatoes,1997,193913,1083,52279,26.19
1285,India,Potatoes,1997,193913,1083,52279,27.47
1286,India,Potatoes,1997,193913,1083,52279,24.77
1287,India,Potatoes,1997,193913,1083,52279,24.83
1288,India,Potatoes,1997,193913,1083,52279,24.71
1289,India,Potatoes,1997,193913,1083,52279,23.26
1290,India,Potatoes,1997,193913,1083,52279,25.75
1291,India,Potatoes,1997,193913,1083,52279,24.71
1292,India,Potatoes,1997,193913,1083,52279,25.46
1293,India,Potatoes,1997,193913,1083,52279,25.21
1294,India,Potatoes,1997,193913,1083,52279,26.38
1295,India,Potatoes,1997,193913,1083,52279,24.55
1296,India,Potatoes,1997,193913,1083,52279,26.53
1297,India,Potatoes,1997,193913,1083,52279,26.53
1298,India,Potatoes,1997,193913,1083,52279,25.58
1299,India,"Rice, paddy",1997,28457,1083,52279,24.92
1300,India,"Rice, paddy",1997,28457,1083,52279,26.45
1301,India,"Rice, paddy",1997,28457,1083,52279,25.58
1302,India,"Rice, paddy",1997,28457,1083,52279,23.26
1303,India,"Rice, paddy",1997,28457,1083,52279,25.68
1304,India,"Rice, paddy",1997,28457,1083,52279,25.09
1305,India,"Rice, paddy",1997,28457,1083,52279,24.71
1306,India,"Rice, paddy",1997,28457,1083,52279,26.19
1307,India,"Rice, paddy",1997,28457,1083,52279,27.47
1308,India,"Rice, paddy",1997,28457,1083,52279,24.77
1309,India,"Rice, paddy",1997,28457,1083,52279,24.83
1310,India,"Rice, paddy",1997,28457,1083,52279,24.71
1311,India,"Rice, paddy",1997,28457,1083,52279,23.26
1312,India,"Rice, paddy",1997,28457,1083,52279,25.75
1313,India,"Rice, paddy",1997,28457,1083,52279,24.71
1314,India,"Rice, paddy",1997,28457,1083,52279,25.46
1315,India,"Rice, paddy",1997,28457,1083,52279,25.21
1316,India,"Rice, paddy",1997,28457,1083,52279,26.38
1317,India,"Rice, paddy",1997,28457,1083,52279,24.55
1318,India,"Rice, paddy",1997,28457,1083,52279,26.53
1319,India,"Rice, paddy",1997,28457,1083,52279,26.53
1320,India,"Rice, paddy",1997,28457,1083,52279,25.58
1321,India,Sorghum,1997,6920,1083,52279,24.92
1322,India,Sorghum,1997,6920,1083,52279,26.45
1323,India,Sorghum,1997,6920,1083,52279,25.58
1324,India,Sorghum,1997,6920,1083,52279,23.26
1325,India,Sorghum,1997,6920,1083,52279,25.68
1326,India,Sorghum,1997,6920,1083,52279,25.09
1327,India,Sorghum,1997,6920,1083,52279,24.71
1328,India,Sorghum,1997,6920,1083,52279,26.19
1329,India,Sorghum,1997,6920,1083,52279,27.47
1330,India,Sorghum,1997,6920,1083,52279,24.77
1331,India,Sorghum,1997,6920,1083,52279,24.83
1332,India,Sorghum,1997,6920,1083,52279,24.71
1333,India,Sorghum,1997,6920,1083,52279,23.26
1334,India,Sorghum,1997,6920,1083,52279,25.75
1335,India,Sorghum,1997,6920,1083,52279,24.71
1336,India,Sorghum,1997,6920,1083,52279,25.46
1337,India,Sorghum,1997,6920,1083,52279,25.21
1338,India,Sorghum,1997,6920,1083,52279,26.38
1339,India,Sorghum,1997,6920,1083,52279,24.55
1340,India,Sorghum,1997,6920,1083,52279,26.53
1341,India,Sorghum,1997,6920,1083,52279,26.53
1342,India,Sorghum,1997,6920,1083,52279,25.58
1343,India,Soybeans,1997,10789,1083,52279,24.92
1344,India,Soybeans,1997,10789,1083,52279,26.45
1345,India,Soybeans,1997,10789,1083,52279,25.58
1346,India,Soybeans,1997,10789,1083,52279,23.26
1347,India,Soybeans,1997,10789,1083,52279,25.68
1348,India,Soybeans,1997,10789,1083,52279,25.09
1349,India,Soybeans,1997,10789,1083,52279,24.71
1350,India,Soybeans,1997,10789,1083,52279,26.19
1351,India,Soybeans,1997,10789,1083,52279,27.47
1352,India,Soybeans,1997,10789,1083,52279,24.77
1353,India,Soybeans,1997,10789,1083,52279,24.83
1354,India,Soybeans,1997,10789,1083,52279,24.71
1355,India,Soybeans,1997,10789,1083,52279,23.26
1356,India,Soybeans,1997,10789,1083,52279,25.75
1357,India,Soybeans,1997,10789,1083,52279,24.71
1358,India,Soybeans,1997,10789,1083,52279,25.46
1359,India,Soybeans,1997,10789,1083,52279,25.21
1360,India,Soybeans,1997,10789,1083,52279,26.38
1361,India,Soybeans,1997,10789,1083,52279,24.55
1362,India,Soybeans,1997,10789,1083,52279,26.53
1363,India,Soybeans,1997,10789,1083,52279,26.53
1364,India,Soybeans,1997,10789,1083,52279,25.58
1365,India,Sweet potatoes,1997,84850,1083,52279,24.92
1366,India,Sweet potatoes,1997,84850,1083,52279,26.45
1367,India,Sweet potatoes,1997,84850,1083,52279,25.58
1368,India,Sweet potatoes,1997,84850,1083,52279,23.26
1369,India,Sweet potatoes,1997,84850,1083,52279,25.68
1370,India,Sweet potatoes,1997,84850,1083,52279,25.09
1371,India,Sweet potatoes,1997,84850,1083,52279,24.71
1372,India,Sweet potatoes,1997,84850,1083,52279,26.19
1373,India,Sweet potatoes,1997,84850,1083,52279,27.47
1374,India,Sweet potatoes,1997,84850,1083,52279,24.77
1375,India,Sweet potatoes,1997,84850,1083,52279,24.83
1376,India,Sweet potatoes,1997,84850,1083,52279,24.71
1377,India,Sweet potatoes,1997,84850,1083,52279,23.26
1378,India,Sweet potatoes,1997,84850,1083,52279,25.75
1379,India,Sweet potatoes,1997,84850,1083,52279,24.71
1380,India,Sweet potatoes,1997,84850,1083,52279,25.46
1381,India,Sweet potatoes,1997,84850,1083,52279,25.21
1382,India,Sweet potatoes,1997,84850,1083,52279,26.38
1383,India,Sweet potatoes,1997,84850,1083,52279,24.55
1384,India,Sweet potatoes,1997,84850,1083,52279,26.53
1385,India,Sweet potatoes,1997,84850,1083,52279,26.53
1386,India,Sweet potatoes,1997,84850,1083,52279,25.58
1387,India,Wheat,1997,26789,1083,52279,24.92
1388,India,Wheat,1997,26789,1083,52279,26.45
1389,India,Wheat,1997,26789,1083,52279,25.58
1390,India,Wheat,1997,26789,1083,52279,23.26
1391,India,Wheat,1997,26789,1083,52279,25.68
1392,India,Wheat,1997,26789,1083,52279,25.09
1393,India,Wheat,1997,26789,1083,52279,24.71
1394,India,Wheat,1997,26789,1083,52279,26.19
1395,India,Wheat,1997,26789,1083,52279,27.47
1396,India,Wheat,1997,26789,1083,52279,24.77
1397,India,Wheat,1997,26789,1083,52279,24.83
1398,India,Wheat,1997,26789,1083,52279,24.71
1399,India,Wheat,1997,26789,1083,52279,23.26
1400,India,Wheat,1997,26789,1083,52279,25.75
1401,India,Wheat,1997,26789,1083,52279,24.71
1402,India,Wheat,1997,26789,1083,52279,25.46
1403,India,Wheat,1997,26789,1083,52279,25.21
1404,India,Wheat,1997,26789,1083,52279,26.38
1405,India,Wheat,1997,26789,1083,52279,24.55
1406,India,Wheat,1997,26789,1083,52279,26.53
1407,India,Wheat,1997,26789,1083,52279,26.53
1408,India,Wheat,1997,26789,1083,52279,25.58
1409,India,Cassava,1998,252815,1083,49157,25.91
1410,India,Cassava,1998,252815,1083,49157,27.48
1411,India,Cassava,1998,252815,1083,49157,26.35
1412,India,Cassava,1998,252815,1083,49157,24.34
1413,India,Cassava,1998,252815,1083,49157,26.01
1414,India,Cassava,1998,252815,1083,49157,26.12
1415,India,Cassava,1998,252815,1083,49157,25.77
1416,India,Cassava,1998,252815,1083,49157,26.69
1417,India,Cassava,1998,252815,1083,49157,27.87
1418,India,Cassava,1998,252815,1083,49157,25.87
1419,India,Cassava,1998,252815,1083,49157,26.27
1420,India,Cassava,1998,252815,1083,49157,25.46
1421,India,Cassava,1998,252815,1083,49157,24.34
1422,India,Cassava,1998,252815,1083,49157,26.4
1423,India,Cassava,1998,252815,1083,49157,25.77
1424,India,Cassava,1998,252815,1083,49157,25.87
1425,India,Cassava,1998,252815,1083,49157,25.55
1426,India,Cassava,1998,252815,1083,49157,27.09
1427,India,Cassava,1998,252815,1083,49157,24.84
1428,India,Cassava,1998,252815,1083,49157,27.32
1429,India,Cassava,1998,252815,1083,49157,27.32
1430,India,Cassava,1998,252815,1083,49157,26.12
1431,India,Maize,1998,17969,1083,49157,25.91
1432,India,Maize,1998,17969,1083,49157,27.48
1433,India,Maize,1998,17969,1083,49157,26.35
1434,India,Maize,1998,17969,1083,49157,24.34
1435,India,Maize,1998,17969,1083,49157,26.01
1436,India,Maize,1998,17969,1083,49157,26.12
1437,India,Maize,1998,17969,1083,49157,25.77
1438,India,Maize,1998,17969,1083,49157,26.69
1439,India,Maize,1998,17969,1083,49157,27.87
1440,India,Maize,1998,17969,1083,49157,25.87
1441,India,Maize,1998,17969,1083,49157,26.27
1442,India,Maize,1998,17969,1083,49157,25.46
1443,India,Maize,1998,17969,1083,49157,24.34
1444,India,Maize,1998,17969,1083,49157,26.4
1445,India,Maize,1998,17969,1083,49157,25.77
1446,India,Maize,1998,17969,1083,49157,25.87
1447,India,Maize,1998,17969,1083,49157,25.55
1448,India,Maize,1998,17969,1083,49157,27.09
1449,India,Maize,1998,17969,1083,49157,24.84
1450,India,Maize,1998,17969,1083,49157,27.32
1451,India,Maize,1998,17969,1083,49157,27.32
1452,India,Maize,1998,17969,1083,49157,26.12
1453,India,Potatoes,1998,146020,1083,49157,25.91
1454,India,Potatoes,1998,146020,1083,49157,27.48
1455,India,Potatoes,1998,146020,1083,49157,26.35
1456,India,Potatoes,1998,146020,1083,49157,24.34
1457,India,Potatoes,1998,146020,1083,49157,26.01
1458,India,Potatoes,1998,146020,1083,49157,26.12
1459,India,Potatoes,1998,146020,1083,49157,25.77
1460,India,Potatoes,1998,146020,1083,49157,26.69
1461,India,Potatoes,1998,146020,1083,49157,27.87
1462,India,Potatoes,1998,146020,1083,49157,25.87
1463,India,Potatoes,1998,146020,1083,49157,26.27
1464,India,Potatoes,1998,146020,1083,49157,25.46
1465,India,Potatoes,1998,146020,1083,49157,24.34
1466,India,Potatoes,1998,146020,1083,49157,26.4
1467,India,Potatoes,1998,146020,1083,49157,25.77
1468,India,Potatoes,1998,146020,1083,49157,25.87
1469,India,Potatoes,1998,146020,1083,49157,25.55
1470,India,Potatoes,1998,146020,1083,49157,27.09
1471,India,Potatoes,1998,146020,1083,49157,24.84
1472,India,Potatoes,1998,146020,1083,49157,27.32
1473,India,Potatoes,1998,146020,1083,49157,27.32
1474,India,Potatoes,1998,146020,1083,49157,26.12
1475,India,"Rice, paddy",1998,28805,1083,49157,25.91
1476,India,"Rice, paddy",1998,28805,1083,49157,27.48
1477,India,"Rice, paddy",1998,28805,1083,49157,26.35
1478,India,"Rice, paddy",1998,28805,1083,49157,24.34
1479,India,"Rice, paddy",1998,28805,1083,49157,26.01
1480,India,"Rice, paddy",1998,28805,1083,49157,26.12
1481,India,"Rice, paddy",1998,28805,1083,49157,25.77
1482,India,"Rice, paddy",1998,28805,1083,49157,26.69
1483,India,"Rice, paddy",1998,28805,1083,49157,27.87
1484,India,"Rice, paddy",1998,28805,1083,49157,25.87
1485,India,"Rice, paddy",1998,28805,1083,49157,26.27
1486,India,"Rice, paddy",1998,28805,1083,49157,25.46
1487,India,"Rice, paddy",1998,28805,1083,49157,24.34
1488,India,"Rice, paddy",1998,28805,1083,49157,26.4
1489,India,"Rice, paddy",1998,28805,1083,49157,25.77
1490,India,"Rice, paddy",1998,28805,1083,49157,25.87
1491,India,"Rice, paddy",1998,28805,1083,49157,25.55
1492,India,"Rice, paddy",1998,28805,1083,49157,27.09
1493,India,"Rice, paddy",1998,28805,1083,49157,24.84
1494,India,"Rice, paddy",1998,28805,1083,49157,27.32
1495,India,"Rice, paddy",1998,28805,1083,49157,27.32
1496,India,"Rice, paddy",1998,28805,1083,49157,26.12
1497,India,Sorghum,1998,8592,1083,49157,25.91
1498,India,Sorghum,1998,8592,1083,49157,27.48
1499,India,Sorghum,1998,8592,1083,49157,26.35
1500,India,Sorghum,1998,8592,1083,49157,24.34
1501,India,Sorghum,1998,8592,1083,49157,26.01
1502,India,Sorghum,1998,8592,1083,49157,26.12
1503,India,Sorghum,1998,8592,1083,49157,25.77
1504,India,Sorghum,1998,8592,1083,49157,26.69
1505,India,Sorghum,1998,8592,1083,49157,27.87
1506,India,Sorghum,1998,8592,1083,49157,25.87
1507,India,Sorghum,1998,8592,1083,49157,26.27
1508,India,Sorghum,1998,8592,1083,49157,25.46
1509,India,Sorghum,1998,8592,1083,49157,24.34
1510,India,Sorghum,1998,8592,1083,49157,26.4
1511,India,Sorghum,1998,8592,1083,49157,25.77
1512,India,Sorghum,1998,8592,1083,49157,25.87
1513,India,Sorghum,1998,8592,1083,49157,25.55
1514,India,Sorghum,1998,8592,1083,49157,27.09
1515,India,Sorghum,1998,8592,1083,49157,24.84
1516,India,Sorghum,1998,8592,1083,49157,27.32
1517,India,Sorghum,1998,8592,1083,49157,27.32
1518,India,Sorghum,1998,8592,1083,49157,26.12
1519,India,Soybeans,1998,11001,1083,49157,25.91
1520,India,Soybeans,1998,11001,1083,49157,27.48
1521,India,Soybeans,1998,11001,1083,49157,26.35
1522,India,Soybeans,1998,11001,1083,49157,24.34
1523,India,Soybeans,1998,11001,1083,49157,26.01
1524,India,Soybeans,1998,11001,1083,49157,26.12
1525,India,Soybeans,1998,11001,1083,49157,25.77
1526,India,Soybeans,1998,11001,1083,49157,26.69
1527,India,Soybeans,1998,11001,1083,49157,27.87
1528,India,Soybeans,1998,11001,1083,49157,25.87
1529,India,Soybeans,1998,11001,1083,49157,26.27
1530,India,Soybeans,1998,11001,1083,49157,25.46
1531,India,Soybeans,1998,11001,1083,49157,24.34
1532,India,Soybeans,1998,11001,1083,49157,26.4
1533,India,Soybeans,1998,11001,1083,49157,25.77
1534,India,Soybeans,1998,11001,1083,49157,25.87
1535,India,Soybeans,1998,11001,1083,49157,25.55
1536,India,Soybeans,1998,11001,1083,49157,27.09
1537,India,Soybeans,1998,11001,1083,49157,24.84
1538,India,Soybeans,1998,11001,1083,49157,27.32
1539,India,Soybeans,1998,11001,1083,49157,27.32
1540,India,Soybeans,1998,11001,1083,49157,26.12
1541,India,Sweet potatoes,1998,86907,1083,49157,25.91
1542,India,Sweet potatoes,1998,86907,1083,49157,27.48
1543,India,Sweet potatoes,1998,86907,1083,49157,26.35
1544,India,Sweet potatoes,1998,86907,1083,49157,24.34
1545,India,Sweet potatoes,1998,86907,1083,49157,26.01
1546,India,Sweet potatoes,1998,86907,1083,49157,26.12
1547,India,Sweet potatoes,1998,86907,1083,49157,25.77
1548,India,Sweet potatoes,1998,86907,1083,49157,26.69
1549,India,Sweet potatoes,1998,86907,1083,49157,27.87
1550,India,Sweet potatoes,1998,86907,1083,49157,25.87
1551,India,Sweet potatoes,1998,86907,1083,49157,26.27
1552,India,Sweet potatoes,1998,86907,1083,49157,25.46
1553,India,Sweet potatoes,1998,86907,1083,49157,24.34
1554,India,Sweet potatoes,1998,86907,1083,49157,26.4
1555,India,Sweet potatoes,1998,86907,1083,49157,25.77
1556,India,Sweet potatoes,1998,86907,1083,49157,25.87
1557,India,Sweet potatoes,1998,86907,1083,49157,25.55
1558,India,Sweet potatoes,1998,86907,1083,49157,27.09
1559,India,Sweet potatoes,1998,86907,1083,49157,24.84
1560,India,Sweet potatoes,1998,86907,1083,49157,27.32
1561,India,Sweet potatoes,1998,86907,1083,49157,27.32
1562,India,Sweet potatoes,1998,86907,1083,49157,26.12
1563,India,Wheat,1998,24852,1083,49157,25.91
1564,India,Wheat,1998,24852,1083,49157,27.48
1565,India,Wheat,1998,24852,1083,49157,26.35
1566,India,Wheat,1998,24852,1083,49157,24.34
1567,India,Wheat,1998,24852,1083,49157,26.01
1568,India,Wheat,1998,24852,1083,49157,26.12
1569,India,Wheat,1998,24852,1083,49157,25.77
1570,India,Wheat,1998,24852,1083,49157,26.69
1571,India,Wheat,1998,24852,1083,49157,27.87
1572,India,Wheat,1998,24852,1083,49157,25.87
1573,India,Wheat,1998,24852,1083,49157,26.27
1574,India,Wheat,1998,24852,1083,49157,25.46
1575,India,Wheat,1998,24852,1083,49157,24.34
1576,India,Wheat,1998,24852,1083,49157,26.4
1577,India,Wheat,1998,24852,1083,49157,25.77
1578,India,Wheat,1998,24852,1083,49157,25.87
1579,India,Wheat,1998,24852,1083,49157,25.55
1580,India,Wheat,1998,24852,1083,49157,27.09
1581,India,Wheat,1998,24852,1083,49157,24.84
1582,India,Wheat,1998,24852,1083,49157,27.32
1583,India,Wheat,1998,24852,1083,49157,27.32
1584,India,Wheat,1998,24852,1083,49157,26.12
1585,India,Cassava,1999,239523,1083,46195,26.12
1586,India,Cassava,1999,239523,1083,46195,27.21
1587,India,Cassava,1999,239523,1083,46195,26.4
1588,India,Cassava,1999,239523,1083,46195,24.9
1589,India,Cassava,1999,239523,1083,46195,25.29
1590,India,Cassava,1999,239523,1083,46195,25.74
